scenario_id,bus,p_load_pu,q_load_pu
0,0,0.0,0.0
0,1,0.16154484196755878,0.06301270297472439
0,2,0.19663516699730169,0.07670014852516643
0,3,0.12860926984204002,0.05016574730365012
0,4,0.21843182427086197,0.08520222308163256
0,5,0.13855877109076434,0.04804149502705744
0,6,0.16339409500072138,0.05794002598852829
0,7,0.19784800236602065,0.07123682862230844
0,8,0.2129933898460782,0.0775421637941833
0,9,0.1631169157586369,0.06362591115670675
0,10,0.19425380478205956,0.07577126668581673
0,11,0.21448087906434932,0.08366110462972068
0,12,0.282435506609864,0.1036872528912962
0,13,0.1264762514997182,0.049333735277717686
0,14,0.21287911992792097,0.07750056280028908
1,0,0.0,0.0
1,1,0.13962658189546306,0.043550454860543854
1,2,0.15592490163597472,0.048634008640391316
1,3,0.1285291296842,0.04008908607937942
1,4,0.19736293776689834,0.06155880632240071
1,5,0.12889597442133635,0.035736451004850615
1,6,0.14173027463096075,0.04018782776887104
1,7,0.16378460672130254,0.0471558486161104
1,8,0.19017506117679744,0.05536240271218519
1,9,0.136014018425277,0.04242367240835306
1,10,0.1611270010038965,0.05025657785770811
1,11,0.18867245066758345,0.058848185887545326
1,12,0.22942319215242538,0.06734928171418955
1,13,0.122248132588432,0.03813000152123098
1,14,0.1893252838812933,0.05511502162783977
2,0,0.0,0.0
2,1,0.11288402607699935,0.058783705792713324
2,2,0.14075898237956547,0.07329942858556523
2,3,0.10660183529829131,0.055512291162113835
2,4,0.16056262827528447,0.08361206301590487
2,5,0.0904378980785594,0.04186223470358779
2,6,0.12450012252207646,0.05893883731692132
2,7,0.148173258081155,0.07122495684293596
2,8,0.16838587334340724,0.08184024126450304
2,9,0.101854758060309,0.05304027805777528
2,10,0.1314967873465054,0.06847619391951294
2,11,0.1520215259263161,0.0791643332079271
2,12,0.1860899929188813,0.0912049797519362
2,13,0.09206606178467139,0.04794287090497926
2,14,0.16426040085678623,0.07983514631840523
3,0,0.0,0.0
3,1,0.09718791535399314,0.03874398598363385
3,2,0.1197457765899729,0.047736682826283516
3,3,0.08391750612298891,0.03345373413112318
3,4,0.148098486021451,0.05903949730491609
3,5,0.08227470015652419,0.029154514786571432
3,6,0.09914939955811312,0.03593266557859341
3,7,0.12076992355637206,0.04444150085757181
3,8,0.1595269145363916,0.05935574689244814
3,9,0.08841113961746935,0.03524512221154036
3,10,0.12281882958954628,0.048961756148504364
3,11,0.1150831441892562,0.04587792329098309
3,12,0.1571580979193417,0.05896575414702022
3,13,0.07698209921574442,0.030688932488590174
3,14,0.14916851918365334,0.05550166186512953
4,0,0.0,0.0
4,1,0.12726828918078845,0.05122734960675808
4,2,0.15129384222314632,0.06089798644110916
4,3,0.13990686141445113,0.05631455995987594
4,4,0.206267296221454,0.08302560648840879
4,5,0.10580365324755846,0.03785557280065126
4,6,0.1309561596073552,0.047919792221802315
4,7,0.15767789432221446,0.058585533114179335
4,8,0.20419171098569253,0.0767108095080936
4,9,0.13241243442284553,0.05329794337712346
4,10,0.16578314764082905,0.06673014399558325
4,11,0.17702414559520827,0.07125481024076101
4,12,0.22538805099067233,0.08538540255193454
4,13,0.10997834836987683,0.04426789530512498
4,14,0.19152108965236941,0.0719507062954914
5,0,0.0,0.0
5,1,0.15185944953253,0.04451700381231121
5,2,0.18195080602092062,0.05333816730022672
5,3,0.141439497806659,0.041462435709156496
5,4,0.2599921880965821,0.0762156932893885
5,5,0.13547591985339671,0.035301543245885116
5,6,0.172214203609395,0.045894473069510805
5,7,0.21114238478022943,0.05713436719871579
5,8,0.24298366404030194,0.06648106357289767
5,9,0.16472744545929682,0.04828920650033672
5,10,0.18620372642840624,0.054584894287426404
5,11,0.21154792533832892,0.06201444709409135
5,12,0.2641878050595666,0.0728899971726185
5,13,0.10823186789034338,0.031727748851452776
5,14,0.2074432968306151,0.05675711187761241
6,0,0.0,0.0
6,1,0.08957664131854441,0.08833237348777549
6,2,0.09661548107719103,0.0952734399681578
6,3,0.08417461158111428,0.08300538085515528
6,4,0.15331598857199022,0.15118634685161944
6,5,0.07589400873776807,0.06652426670990637
6,6,0.10111412645700643,0.09064508794438658
6,7,0.10441275644731159,0.09504222182821385
6,8,0.12806103316512138,0.11786338329552966
6,9,0.08020359220559517,0.0790895210791879
6,10,0.10133559422986253,0.09992798820494266
6,11,0.1296900214334968,0.12788855713135153
6,12,0.1271701925787816,0.11802704005425452
6,13,0.07185379880399963,0.07085571080857656
6,14,0.1326771561897004,0.12211191904397826
7,0,0.0,0.0
7,1,0.09321205961069133,0.0807942513942094
7,2,0.10650182741006689,0.09231354240696008
7,3,0.09440238213329083,0.08182599790354264
7,4,0.14854287053389248,0.1287538337298606
7,5,0.09409784304602303,0.07249958207330727
7,6,0.09999291725064449,0.07879250552431456
7,7,0.11061554573858781,0.08850390172692323
7,8,0.14100969079034473,0.11407594994356535
7,9,0.0943083738062585,0.08174451346430675
7,10,0.12330545124847105,0.1068785698766249
7,11,0.1384165233940216,0.1199765291628245
7,12,0.1620494151307525,0.1321986092311262
7,13,0.08282117810892142,0.07178765401005348
7,14,0.1257953585115632,0.1017676511469986
8,0,0.0,0.0
8,1,0.08918844754287304,0.08114409294441295
8,2,0.09830442738613059,0.08943785672278916
8,3,0.09673702081846372,0.08801182243569938
8,4,0.14467629381520183,0.1316272113218551
8,5,0.07310446685216739,0.05912071764977068
8,6,0.0930377988809127,0.07695113811590636
8,7,0.12267871980221179,0.1030280391982248
8,8,0.14734782638230318,0.12512059926988128
8,9,0.10676470820530339,0.09713506226946927
8,10,0.13622297668032937,0.12393634136976897
8,11,0.13315584259129956,0.12114584752836002
8,12,0.14411172368982325,0.12340100010844056
8,13,0.06108585786927752,0.05557621715694888
8,14,0.14104638475849848,0.11976972188273233
9,0,0.0,0.0
9,1,0.1028607003643696,0.06042252208275103
9,2,0.12832643912568542,0.07538162849762599
9,3,0.11738034908945502,0.06895166676694528
9,4,0.17522523300362047,0.10293095879292614
9,5,0.09610587320502505,0.05018186278847549
9,6,0.10911543698654753,0.05826971355464953
9,7,0.12176660405947791,0.0660260718248094
9,8,0.1559236429099885,0.08548661515369417
9,9,0.10769154341775046,0.06326026011133944
9,10,0.14814480624753024,0.08702335095160352
9,11,0.15299774952392686,0.08987407111242003
9,12,0.19832217753940506,0.10964572804076539
9,13,0.08306937489211112,0.04879668445809603
9,14,0.1468561683051712,0.0805152862551936
10,0,0.0,0.0
10,1,0.0921491259597012,0.07635197941514639
10,2,0.08828051296804904,0.07314656366727519
10,3,0.0840231510355393,0.06961904230178804
10,4,0.11688551366225661,0.09684780230007042
10,5,0.07614856252464697,0.05608390788371508
10,6,0.08928279515255017,0.06725184034444566
10,7,0.10108091037005756,0.07731007929520364
10,8,0.11772672032762097,0.09104181399323968
10,9,0.07461655119353185,0.06182501810434138
10,10,0.09786143812425972,0.08108502854891679
10,11,0.10622524916560681,0.08801502947741585
10,12,0.12073535435450428,0.09415309542426505
10,13,0.056552914305111356,0.04685803477700616
10,14,0.11974265814793135,0.09260080277291416
11,0,0.0,0.0
11,1,0.14843846317030918,0.08126098104548027
11,2,0.18394503924663033,0.1006986600937834
11,3,0.16551827941406766,0.09061113594739358
11,4,0.24398551832427862,0.13356715069983696
11,5,0.13044082607763258,0.06347411142826259
11,6,0.17943634170829226,0.08930038537676606
11,7,0.2015014360349561,0.10182435110700093
11,8,0.25240915786495344,0.1289666729986336
11,9,0.15205757472218637,0.08324222329858248
11,10,0.16221697087390885,0.08880387140842207
11,11,0.1868413780276794,0.10228422845498424
11,12,0.2884110395151877,0.14859991225707653
11,13,0.13642047689754083,0.07468186850376804
11,14,0.22156285572647952,0.11320597320961069
12,0,0.0,0.0
12,1,0.08469689107172684,0.061493826004934415
12,2,0.10353035893251494,0.07516778712730947
12,3,0.09770941643251975,0.07094151600035281
12,4,0.1439892456583889,0.1045427938033782
12,5,0.0835998786975612,0.05395319531263365
12,6,0.10088294960637932,0.06658695143738111
12,7,0.12406733229083686,0.08314945046887313
12,8,0.1550853856799693,0.105092493503452
12,9,0.0936002522812236,0.0679580744342211
12,10,0.11725675934358969,0.08513378313816496
12,11,0.10875977159280177,0.07896458047084964
12,12,0.15735990683646225,0.10752988877322014
12,13,0.06932650678597946,0.050334222329561196
12,14,0.1257989940162158,0.08524678133548666
13,0,0.0,0.0
13,1,0.10193678063819205,0.08339993272778581
13,2,0.10187923332386371,0.08335285019179046
13,3,0.09521030953272723,0.07789664692477137
13,4,0.14607799432566324,0.11951422071108354
13,5,0.08323905397695568,0.06053539771123305
13,6,0.11285639739208228,0.08393986842962144
13,7,0.12878615969023438,0.09726170388404817
13,8,0.15770908565731295,0.12042822275301886
13,9,0.09380359930844774,0.07674574204688626
13,10,0.10762758046303848,0.08805588045919442
13,11,0.1305872959111638,0.10684045175754808
13,12,0.16459417943439913,0.1267419314439257
13,13,0.07705536462298815,0.06304311540582902
13,14,0.13010724309351457,0.09935118187859708
14,0,0.0,0.0
14,1,0.10696521426796578,0.07022857574896695
14,2,0.12288263076728645,0.08067923952784722
14,3,0.08295654897891926,0.054465559889816245
14,4,0.13917921506527156,0.09137884792533377
14,5,0.07074924912760999,0.04128959357317517
14,6,0.09330917304283372,0.05569329985163405
14,7,0.11866650218827964,0.07191795513791586
14,8,0.14643437028286316,0.08973277446914843
14,9,0.08384090202381163,0.05504618654706264
14,10,0.10124959186011027,0.0664759537029156
14,11,0.10323519935435431,0.06777961477882294
14,12,0.14938807192277098,0.09231202518067186
14,13,0.06517334620114541,0.042789904286402475
14,14,0.12789436892241657,0.07837174114397319
15,0,0.0,0.0
15,1,0.11157065666566605,0.05835073772282992
15,2,0.11593238719087569,0.06063189480749993
15,3,0.09922457349411887,0.051893815422856704
15,4,0.21050836698115616,0.11009452554345907
15,5,0.09075600446111591,0.042190940572019185
15,6,0.11280994292701726,0.05363534226148502
15,7,0.16762022597057294,0.08092089500082753
15,8,0.2078175683913111,0.10144143813266664
15,9,0.10188195226140792,0.0532836074713606
15,10,0.13092788103712646,0.06847444189466925
15,11,0.16168624464041567,0.08456086874771901
15,12,0.21754117796416345,0.10708013230388155
15,13,0.08283450599614291,0.04332191526186947
15,14,0.16531875722376455,0.08069660622487108
16,0,0.0,0.0
16,1,0.16206868174416597,0.04439905487312141
16,2,0.19836976016492242,0.05434381135174111
16,3,0.148717764860481,0.04074154322468999
16,4,0.26226111504114785,0.07184698186278106
16,5,0.14718243798754643,0.035840833076953446
16,6,0.18722070343908156,0.04662682173283105
16,7,0.20757563341713095,0.0524914888745463
16,8,0.26010069424687693,0.06650478805640755
16,9,0.18063479307752833,0.04948527996608333
16,10,0.2030097477425828,0.05561494566871139
16,11,0.2405189413540081,0.06589066783463289
16,12,0.28527294614396753,0.07355399642324183
16,13,0.13367854031652457,0.036621516155978716
16,14,0.236177144854283,0.06038780868225288
17,0,0.0,0.0
17,1,0.09721074914458497,0.05706017905223575
17,2,0.1111614252373614,0.06524886273956758
17,3,0.0893348492317566,0.05243723083737254
17,4,0.1308748530224268,0.0768201316480719
17,5,0.06705339414032185,0.03498541933662309
17,6,0.07951475411830822,0.042430082411948275
17,7,0.11298123723877314,0.06121573385453248
17,8,0.12152307879452805,0.06657549138970145
17,9,0.08239536073552874,0.0483639317463764
17,10,0.08192786688920548,0.0480895250288914
17,11,0.11932858091646606,0.07004277050694903
17,12,0.13979452894438005,0.07722894043066589
17,13,0.05783897100149258,0.03394997025106331
17,14,0.11453154119193576,0.06274523086569705
18,0,0.0,0.0
18,1,0.1493727999431564,0.06799678983994044
18,2,0.18201778826785348,0.0828572892835236
18,3,0.1498646041511339,0.06822066665944822
18,4,0.24770317050196472,0.11275828285818178
18,5,0.15385739892307157,0.06225622052191684
18,6,0.13459402358787695,0.055699331039821914
18,7,0.19506460583530233,0.08196590840495754
18,8,0.23266129252557521,0.09885025665038136
18,9,0.15656948335257065,0.07127283052151533
18,10,0.17807648890008315,0.0810631493537067
18,11,0.1840339507771167,0.08377507738468866
18,12,0.26683378140221214,0.11432172272395721
18,13,0.1392666407504146,0.06339631115185697
18,14,0.20126955228199708,0.08551292173706011
19,0,0.0,0.0
19,1,0.11109154868923388,0.05361047137814294
19,2,0.12268279368043107,0.05920416518446434
19,3,0.10865217021769766,0.05243327805181186
19,4,0.19720019958767918,0.0951647157726941
19,5,0.10515871825801094,0.04510880958073693
19,6,0.13982183793471645,0.061341010504665644
19,7,0.15880133740659189,0.07073928308648103
19,8,0.1733411841120522,0.07807412762293801
19,9,0.12721456768666506,0.06139110508691404
19,10,0.13867194499938149,0.06692019713522299
19,11,0.16664777216583698,0.08042074960103342
19,12,0.18528389827271277,0.08415450027641326
19,13,0.08978685996301336,0.04332927160504104
19,14,0.1581156831860005,0.07121645148259674
20,0,0.0,0.0
20,1,0.1577829696229259,0.05060068589449416
20,2,0.1754694535411392,0.056272706261852594
20,3,0.1624027306347525,0.05208223410229962
20,4,0.2518543968772675,0.08076920632175869
20,5,0.15310533282735508,0.04364495736662715
20,6,0.17288732446427044,0.050404202345807815
20,7,0.1687592681047792,0.04995762745924226
20,8,0.2215409546429654,0.06631122906620181
20,9,0.13456687249932892,0.0431553295226712
20,10,0.1707991136139427,0.054774937496051355
20,11,0.23301798571676946,0.07472840656504391
20,12,0.26530654410574256,0.08007838428059769
20,13,0.1121492960931293,0.035966057163576814
20,14,0.20467083051523308,0.061261694693597095
21,0,0.0,0.0
21,1,0.09495104752447278,0.06340627913534247
21,2,0.12341142751665139,0.08241151230685521
21,3,0.10961210230807486,0.0731966180127311
21,4,0.16835984704868454,0.1124271057083499
21,5,0.07375140123290017,0.043777429927101326
21,6,0.1130596582047793,0.06863529283560547
21,7,0.13119151979740523,0.08086789990619697
21,8,0.1554909905477826,0.09691132128568677
21,9,0.11331175851097916,0.07566716931281749
21,10,0.10053190061798506,0.06713305349209062
21,11,0.1338309121604645,0.08936942134521257
21,12,0.17863868587704265,0.11227397127404196
21,13,0.07011421715233579,0.04682077491531819
21,14,0.1682788155470583,0.10488146163069353
22,0,0.0,0.0
22,1,0.13435584355298766,0.055761577030966895
22,2,0.17994200721416764,0.07468115886170912
22,3,0.15282042350234953,0.0634249139574678
22,4,0.22945473891136828,0.09523038046261546
22,5,0.1290837274114883,0.047620885084160375
22,6,0.15821429697876235,0.05969411645346772
22,7,0.17038131720965086,0.06527371832187473
22,8,0.2086870902072687,0.08083712290945884
22,9,0.13906848151540416,0.0577174586495934
22,10,0.17412534920006106,0.07226707685872963
22,11,0.2128661574113189,0.0883456373752434
22,12,0.21906903089126026,0.08557177412987936
22,13,0.11150269080909535,0.04627685494199849
22,14,0.23620773524370328,0.09149753205670548
23,0,0.0,0.0
23,1,0.13240813504540014,0.08567146558044948
23,2,0.16692135708735234,0.10800240705337098
23,3,0.13041841109455984,0.08438406305861379
23,4,0.23064370878713655,0.14923240593887385
23,5,0.12530743151973012,0.07206855817590009
23,6,0.15298183142008562,0.08998470524794858
23,7,0.1768980020519789,0.10565312556350571
23,8,0.23184394996471933,0.14000839329939188
23,9,0.12816071246250574,0.08292327403246573
23,10,0.13129764156498225,0.08495294776466486
23,11,0.2058307509845418,0.1331777846755711
23,12,0.21339806418369858,0.1299520289471441
23,13,0.10513907703370638,0.0680276843727535
23,14,0.2159249853195804,0.13039507941608855
24,0,0.0,0.0
24,1,0.1373587312842202,0.04557230989259826
24,2,0.17703755488151712,0.05873678533761492
24,3,0.1630807774734176,0.05410626364309053
24,4,0.26263422926459273,0.08713569477927105
24,5,0.14491969989857556,0.04273853927562163
24,6,0.15370804422190926,0.04636056099750407
24,7,0.1669528438767281,0.0511300816312262
24,8,0.23733747002171748,0.07349331823595312
24,9,0.15159406525732835,0.050295249928385015
24,10,0.19599561609760233,0.06502661222102277
24,11,0.23294153444335747,0.07728437570192942
24,12,0.2707797994924703,0.084553598371073
24,13,0.13369604595903542,0.04435711935379655
24,14,0.24064312052034637,0.07451693757448546
25,0,0.0,0.0
25,1,0.07678061270329048,0.04882954678858276
25,2,0.09495150980730385,0.060385545615522555
25,3,0.08301348051816927,0.05279341344551858
25,4,0.12071385104002279,0.07676941391659661
25,5,0.07303307632817486,0.04128556116936327
25,6,0.08386756842834754,0.04848780076627528
25,7,0.10031765640105744,0.05889065591098876
25,8,0.12460426454029523,0.07396066421537476
25,9,0.06547920600918532,0.04164228235401593
25,10,0.08378440790944595,0.0532836939186429
25,11,0.09612816754005912,0.0611338551404511
25,12,0.10770666869152772,0.06446808574253778
25,13,0.058938407220055854,0.03748258331979846
25,14,0.1238556291075404,0.07351630082166598
26,0,0.0,0.0
26,1,0.18239941612478852,0.08273704835599881
26,2,0.22272027458472335,0.10102673857009832
26,3,0.16685154852974754,0.07568447823064547
26,4,0.29751658364183964,0.13495462041745607
26,5,0.1521144904584333,0.06133306159804394
26,6,0.17219364768303635,0.07100697647568754
26,7,0.20774167109843342,0.0869837434574038
26,8,0.2218608657860246,0.09392778039595351
26,9,0.1558586876478231,0.07069807596203129
26,10,0.1955689354941774,0.08871079094816224
26,11,0.24999177448472448,0.11339719157869416
26,12,0.3244897798531648,0.1385315404911867
26,13,0.11938192030070598,0.05415207966452013
26,14,0.2595783240989537,0.1098959734747957
27,0,0.0,0.0
27,1,0.1351980580593741,0.03920206125909949
27,2,0.1399418790830026,0.04057758073800219
27,3,0.1467776210434474,0.04255967411220635
27,4,0.2080287260591493,0.060320059176010854
27,5,0.11771560396337705,0.030340306388441665
27,6,0.13743179831873756,0.036227051926449955
27,7,0.16832305374853668,0.045052608861979315
27,8,0.21196191205634243,0.05736315828013449
27,9,0.13456236706851782,0.039017736147310814
27,10,0.16826799327251576,0.048791027585011464
27,11,0.19682162303473535,0.057070444901912536
27,12,0.2568127982678303,0.0700851768701479
27,13,0.10630726612096784,0.030824880316930096
27,14,0.1807322164995629,0.0489114796182258
28,0,0.0,0.0
28,1,0.15790486897225867,0.07619995657441979
28,2,0.17930889814810821,0.08652887235980883
28,3,0.14345663416513357,0.06922768984163544
28,4,0.23843643147013363,0.11506197270570406
28,5,0.15084525876930405,0.06470507488318436
28,6,0.18597353029873492,0.08158637783846927
28,7,0.18951697864410597,0.08441997516092495
28,8,0.22025327731324645,0.09920152720740658
28,9,0.15746005118607073,0.07598530140759903
28,10,0.16220333073389645,0.07827425993001262
28,11,0.2083768592801346,0.1005561622741969
28,12,0.24595197402656116,0.11170704823180964
28,13,0.11889469363931818,0.05737486469677288
28,14,0.20296801511432358,0.09141628818971466
29,0,0.0,0.0
29,1,0.08811315072564238,0.060933703859302614
29,2,0.11185468121773313,0.07735190450538004
29,3,0.0944932483254651,0.06534579189087845
29,4,0.17881442200684983,0.12365719471618991
29,5,0.09479194069515863,0.05826875501682713
29,6,0.09824680601347163,0.06176502221029522
29,7,0.12929081569328313,0.08253200879833125
